nama,alamat,nama_bangunan,nama_jalan,rt,rw,kelurahan,kecamatan,kota,kode_pos,telepon,fax,selular,ukuran_usaha,kategori_usaha,kegiatan_usaha,jenis_usaha,siup,npwp
"JAVA WARNA ANUGRAH, PT","Jl. Bisma Raya Komp Nirwana Sunter Asri Blok A No. 25, Tanjung Priuk, Jakarta Utara",,Jl. Bisma Raya Komp Nirwana Sunter Asri Blok A No. 25,,,,Tanjung Priuk,Jakarta Utara,,6510824,,,Usaha Kecil ,Perdagangan,"Perdagangan besar tekstil, pakaian jadi dan kulit",PT,"SUDIN KOP, UMKM DAN PERDAGANGAN JAKUT NO.1391/1.82",02.957.665.9-048.000
JAWA MOTOR BENGKEL VESPA SARINO,"Jl. Kampung Muk, Jakarta Barat",,Jl. Kampung Muk,,,,,Jakarta Barat,,,,,Usaha Mikro ,Jasa,,PERORANGAN,,
"JAWA OKANO MULIA, PT",,,,,,,Pesanggrahan,Jakarta Selatan,,7352602,,,Usaha Kecil ,Jasa / Produksi Lainnya,"Bangunan jalan, jembatan dan landasan",PT,DEP. PERINDAG:SIUP NO.0904/2838404202,"13,723,721,0,13"
"JAWA POWER, PT","Jl. Jend Sudirman Kav. 61-62 Senayan, Kebayoran Baru, Jakarta Selatan",,Jl. Jend Sudirman Kav. 61-62 Senayan,,,,Kebayoran Baru,Jakarta Selatan,,2521870,2521848,,Usaha Menengah ,Jasa / Produksi Lainnya,Pembangkitan tenaga listrik,PT,BKPM:NO.IZIN:885/III/PMA/2001,"10,710,135,0,58"
"JAWARA KREASI CEMERLANG, PT","Jl. Pluit Selatan Raya Blok B No. 3-4 Rt021/006, Penjaringan, Jakarta Utara",,Jl. Pluit Selatan Raya Blok B No. 3-4 Rt021/006,,,,Penjaringan,Jakarta Utara,,021 54376488-89,021 54376487,,Usaha Menengah ,Perdagangan,"Mesin-mesin, suku cadang dan perlengkapannya",PT,DINAS KOP. UMKM DAN PERDAGANGAN DKI JKT,02.574.865.8-041.000
JAYA,"Jl. Kebon Jeruk 3 No. 89 A, Jakarta Barat",,Jl. Kebon Jeruk 3 No. 89 A,,,,,Jakarta Barat,,,,,Usaha Mikro ,Perdagangan,Dagang variasi motor,PERORANGAN,,
JAYA ABADI MOTOR,Itc Fatmawati Lantai 2 No. 29,Itc Fatmawati Lantai 2 No. 29,,,,,,Jakarta Selatan,,72793713,,,Usaha Mikro ,Perdagangan,Dagang spare part mobil,PERORANGAN,,
"JAYA AGUNG WIGUNA, PT","Jl. Bungur Besar Benda Barat, Jakarta Pusat",,Jl. Bungur Besar Benda Barat,,,,,Jakarta Pusat,,,,,Usaha Kecil ,Jasa / Produksi Lainnya,Industri alat-alat listrik,PT,,
JAYA BARU,"Jl. Otista Raya No. 84, Jakarta Timur",,Jl. Otista Raya No. 84,,,,,Jakarta Timur,,,,,Usaha Mikro ,Perdagangan,Menjual dan membuat lis dan bingkai,PERORANGAN,,
"JAYA CEMERLANG, CV","Jl. Pademangan IV Gang 28 No. 29, Jakarta Utara",,Jl. Pademangan IV Gang 28 No. 29,,,,,Jakarta Utara,,6408346,,,Usaha Kecil ,,Sarung tangan jangkauan pemasaran : lokal,,,
"JAYA GAS INDONESIA, PT","Jl. Kramat Raya No. 144, Senen, Jakarta Pusat",,Jl. Kramat Raya No. 144,,,,Senen,Jakarta Pusat,,314619,324707,,Usaha Menengah ,Perdagangan,Perdagangan besar peralatan & perlengkapan,PT,DEP.PERINDAG (SIUP) NO.0115/1.824.51,01.307.276.4.073.000
JAYA INDAH STEMPEL,Metro Pasar Baru lt. Dasar No. 162,Metro Pasar Baru lt. Dasar No. 162,,,,,,Jakarta Pusat,,,,,Usaha Mikro ,Jasa / Produksi Lainnya,,PERORANGAN,,
JAYA KOMPUTER,Ps Menceng,Ps Menceng,,,,,,Jakarta Barat,,,,,Usaha Mikro ,Jasa,Servis komputer,PERORANGAN,,
"JAYA KONSTRUKSI MANGGALA PRATAMA, PT",,,,,,,Pesanggrahan,Jakarta Selatan,,7363939,7363959,,Usaha Menengah ,Jasa / Produksi Lainnya,,PT,DEP. PEKERJAAN UMUM:SIUJK NO.003000.00627.2.014,"13,626,437,0,13"
JAYA MAKMUR,"Jl. Anyar Raya No. 1, Jakarta Barat",,Jl. Anyar Raya No. 1,,,,,Jakarta Barat,,021-68007868,,,Usaha Mikro ,Jasa / Produksi Lainnya,Industri kusen kayu,PERORANGAN,,
"JAYA MANDIRI ELEKTRIK, CV","Jl. Gembira Terusan No. 12, RT006/007, Tanjung Priuk, Jakarta Utara",,Jl. Gembira Terusan No. 12,006,007,,Tanjung Priuk,Jakarta Utara,,4301879,,,Usaha Mikro ,Perdagangan,"Perdagangan besar mesin-mesin, suku cadang dan perlengkapan",CV,SUDIN KOP.UMKM DAN PERDAGANGAN NO.01275/1.824.271,"02,346,271,6-048,000"
JAYA MANDIRI HELM,Kp Belakang,Kp Belakang,,,,,,Jakarta Barat,,68375533,,,Usaha Mikro ,Jasa,Mengecat sarung helm,PERORANGAN,,
JAYA MANDIRI LAS MARJUKI,"Las, Jl. M Metropolitan, Jakarta Timur",Las,Jl. M Metropolitan,,,,,Jakarta Timur,,,,,Usaha Mikro ,Jasa,,PERORANGAN,,
JAYA MOTOR,Plaza Atrium Senen Lantai 5 B No. 4-5,Plaza Atrium Senen Lantai 5 B No. 4-5,,,,,,Jakarta Pusat,,3867918,,,Usaha Mikro ,Perdagangan,Dagang suku cadang mobil,PERORANGAN,,
JAYA MOTOR ALIEN,"Jl. Angkasa, Jakarta Pusat",,Jl. Angkasa,,,,,Jakarta Pusat,,02199014489,,,Usaha Mikro ,Jasa,,PERORANGAN,,
JAYA MURNI,"Jl. Abdul Muis No. 74, Jakarta Pusat",,Jl. Abdul Muis No. 74,,,,,Jakarta Pusat,,3509269,,,Usaha Mikro ,Perdagangan,Menjual alat-alat tulis kantor,PERORANGAN,,
JAYA PERMATA,Jakarta Gems Center Rawa Bening No. Tu. Cct 210 211,Jakarta Gems Center Rawa Bening No. Tu. Cct 210 211,,,,,,Jakarta Timur,13350,0812 60367801,,,Usaha Mikro ,,,,KEPALA DINAS KUKM DAN PERDAGANGAN PROV. DKI JAKART,
JAYA PLASTIK SUG,Itc lt. Dasar Blok C3 No. 1,Itc lt. Dasar Blok C3 No. 1,,,,,,Jakarta Selatan,,57934342,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
JAYA RAYA PEDAGANG MAKANAN PADANG,Ruko Cempaka Mas,Ruko Cempaka Mas,,,,,,Jakarta Pusat,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
JAYA RESTU RENTAL,"Jl. Let Jend Suprapto No. 18 B, Jakarta Pusat",,Jl. Let Jend Suprapto No. 18 B,,,,,Jakarta Pusat,,4206843,,,Usaha Mikro ,Jasa,,PERORANGAN,,
"JAYA SAMUDRA KARUNIA MINING, PT","Gd. S Widjojo lt. 1, Jl. Jend Sudirman No. 71, Senayan, Kebayoran Baru, Jakarta Selatan",Gd. S Widjojo lt. 1,Jl. Jend Sudirman No. 71,,,Senayan,Kebayoran Baru,Jakarta Selatan,,5270860,5273347,,Usaha Menengah ,Jasa / Produksi Lainnya,Pertambangan batu bara & penggalian gambut,PT,DEP. PERINDAG:SIUP NO.0921/182451,"24,908,410,0,12"
JAYA SAMUDRA SCAFFOLDING,"Jl. Daan Mogot, Jakarta Barat",,Jl. Daan Mogot,,,,,Jakarta Barat,,02198173479,,,Usaha Mikro ,Jasa,,PERORANGAN,,
JAYA SUKSES MAKMUR,Ltc Blok Rb No. 13,Ltc Blok Rb No. 13,,,,,,Jakarta Barat,,30012951,,,Usaha Mikro ,Perdagangan,Dagang kabel listrik,PERORANGAN,,
JAYA TEKNIK,"Jl. Jelambar Utama Raya No. 1, Jakarta Barat",,Jl. Jelambar Utama Raya No. 1,,,,,Jakarta Barat,,02156967812,,,Usaha Mikro ,Jasa,Service kulkas,PERORANGAN,,
JAYA UTAMA,"Jl. Garuda No. 26, Jakarta Pusat",,Jl. Garuda No. 26,,,,,Jakarta Pusat,,,,,Usaha Mikro ,Jasa,Jasa salon kecantikan,PERORANGAN,,
JAYACRAFT,Tanjung Priok-,Tanjung Priok-,,,,,,Jakarta Utara,,08129519178,,,Usaha Mikro ,,Handy craft/ondel-ondel bahan kayu jankauan pema,,PERIZINAN : SIUP-NPWP,
JAYAKARTA,"Jl. Pintu Air, Jakarta Barat",,Jl. Pintu Air,,,,,Jakarta Barat,,,,,Usaha Mikro ,Jasa,Lenong betawi,PERORANGAN,,
"JAYAKARTA AGUNG OFFSET, PT","Jl. P.Jayakarta No. 75a, Sawah Besar, Jakarta Pusat",,Jl. P.Jayakarta No. 75a,,,,Sawah Besar,Jakarta Pusat,,6595373,,,Usaha Kecil ,Perdagangan,(51399)perdagangan besar berbagai barang-2 & perle,PT,DEP.PERINDAG (SIUP) NO.05716/182451,01.303.593.6.076.000
JAYAKARTA CELULER SUDRAJAT,"Jl. Kayu Besar, Jakarta Barat",,Jl. Kayu Besar,,,,,Jakarta Barat,,,,,Usaha Mikro ,Perdagangan,,PERORANGAN,,
"JAYALAKSANA SNO-ICE INTENATIONAL, PT","Sakti Plaza lt. Ii, Jl. Mt Haryono Kav. 2-3 Tebet Barat, Tebet, Jakarta Selatan",Sakti Plaza lt. Ii,Jl. Mt Haryono Kav. 2-3 Tebet Barat,,,,Tebet,Jakarta Selatan,,8296808,,,Usaha Menengah ,Home Industri,Industri mesin untuk pengolahan makanan dan minuman,PT,BKPM:NO.IZIN:668/I/PMA/2006,"25,198,573,0,55"
"JAYANTARA SEJAHTERA, PT",Gajah Mada Tower lt. 19,Gajah Mada Tower lt. 19,,,,,,Jakarta Pusat,,6343852,,,,Jasa,Jasa pengurusan ekspor import surat,PT,,
"JAYARAMA ARTHA RASA, PT","Jl. H. Samanhudi No. 17, RT001/007, Sawah Besar, Jakarta Pusat",,Jl. H. Samanhudi No. 17,001,007,,Sawah Besar,Jakarta Pusat,,,,,Usaha Kecil ,Makanan,"(46319)makanan, minuman ringan hasil pertanian",PT,DEP.PERINDAG (SIUP) NO.01212/P-01/1824271,02.262.049.6.075.000
"JAYATRINDO NUSA ABADI, PT","Jl. Komp. Rukan Artha Gading Niaga Blok E/8, Kelapa Gading, Jakarta Utara",,Jl. Komp. Rukan Artha Gading Niaga Blok E/8,,,,Kelapa Gading,Jakarta Utara,,021 45841017,021 45841017,,Usaha Kecil ,Perdagangan,Peralatan dan perlengkapan rumah tangga,PT,SUDIN KOP. UMKM DAN PERDAGANGAN JAKUT,02.983.069.2-043.000
JAYKS NET,"Jl. Taman Aries Blok E10 No. 5, Jakarta Barat",,Jl. Taman Aries Blok E10 No. 5,,,,,Jakarta Barat,,,,,Usaha Mikro ,Jasa,Jasa internet,PERORANGAN,,
JC CELLULER,"Jl. Tanah Sereal XIV Gg. Kramat Jl. II No. 49, Jakarta Barat",,Jl. Tanah Sereal XIV Gg. Kramat Jl. II No. 49,,,,,Jakarta Barat,,,,,Usaha Mikro ,Perdagangan,Dagang voucher,PERORANGAN,,
JEANIE SALON,"Jl. Jl. Danau Matana D II No. 12, Jakarta Pusat",,Jl. Jl. Danau Matana D II No. 12,,,,,Jakarta Pusat,,,,,Usaha Mikro ,Jasa,Jasa salon kecantikan,PERORANGAN,,
JELITA CIPTA MOTOR,"Jl. Rawa Lele, Jakarta Barat",,Jl. Rawa Lele,,,,,Jakarta Barat,,,,,Usaha Mikro ,Jasa,,PERORANGAN,,
JELITA TAILOR,"Jl. Ar Ismail, Jakarta Timur",,Jl. Ar Ismail,,,,,Jakarta Timur,,,,,Usaha Mikro ,Jasa,Jasa jahit pakaian,PERORANGAN,,
JENANG DODOL,"Jl. H. Taiman, Gedong, Pasar Rebo, Jakarta Timur",,Jl. H. Taiman,,,Gedong,Pasar Rebo,Jakarta Timur,,,,,Usaha Mikro ,Makanan,Pembuatan dodol,,"WALIKOTAMADYA JAKARTA TIMUR,Drs. H. KOESNAN A. HAL",
"JEONWON LANGGENG SENTOSA, PT","Gd. Sakti Plaza lt. Ii, Jl. Mt Haryono Kav. 2-3 Tebet Barat, Kebayoran Lama, Jakarta Selatan",Gd. Sakti Plaza lt. Ii,Jl. Mt Haryono Kav. 2-3 Tebet Barat,,,,Kebayoran Lama,Jakarta Selatan,,7203218,,,Usaha Menengah ,Jasa,Konstruksi gedung perkantoran,PT,BKPM:NO.IZIN:178/I/PMA/2007,"24,197,709,0,59"
JEPARA INDAH KUSEN,"Jl. Cempaka Raya, Jakarta Barat",,Jl. Cempaka Raya,,,,,Jakarta Barat,,,,,Usaha Mikro ,Jasa / Produksi Lainnya,Pembuatan kursi pintu dan jendela,PERORANGAN,,
JEPARA KARYA,"Jl. Pramuka Raya No. A 407, RT010/001, Paseban, Senen, Jakarta Pusat",,Jl. Pramuka Raya No. A 407,010,001,Paseban,Senen,Jakarta Pusat,,021-3905526,021-3905526,,Usaha Mikro ,Home Industri,Lemari meja tulis kursi,PERORANGAN,,
JEPARA MAKMUR,"Jl. Raya Bekasi Km 17, Jakarta Timur",,Jl. Raya Bekasi Km 17,,,,,Jakarta Timur,,,,,Usaha Mikro ,Jasa / Produksi Lainnya,Membuat kursi lemari,PERORANGAN,,
JEPARA OUTLET GALLERY,"Jl. Kemang Selatan Raya No. 14e, Jakarta Selatan",,Jl. Kemang Selatan Raya No. 14e,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Perdagangan,Dagang perabot rumah tangga,PERORANGAN,,
JET SET BINATU,"Jl. Pengadegan Selatan V No. 2, Jakarta Selatan",,Jl. Pengadegan Selatan V No. 2,,,,,Jakarta Selatan,,0217984363,,,Usaha Mikro ,Jasa,,PERORANGAN,,
"JEXINDOMETAL MITRAMANDIRI, PT",Kp. Semper,Kp. Semper,,003,003,,Cilincing,Jakarta Utara,,4413959/4413960,4413959/4413960,,Usaha Kecil ,Perdagangan,Perdagangan besar bahan-bahan konstruksi,PT,"SUDIN KOP, UMKM DAN PERDAGANGAN JAKUT NOMOR 1455/1","02,880,123,1-045,000"
"JHIE INDONESIA, PT","Jl. Gunung Sahari No. 1 Ruko Mangga Dua Square Lt.2 Blok A No. 169-174, Pademangan, Jakarta Utara",,Jl. Gunung Sahari No. 1 Ruko Mangga Dua Square Lt.2 Blok A No. 169-174,,,,Pademangan,Jakarta Utara,,6903320,6282571,,Usaha Kecil ,Perdagangan,"Perdagangan besar mesin-mesin, suku cadang",PT,SUDIN KOP. UMKM DAN PERDAGANGAN JAKUT NOMOR 1080/1,"02,791,906,7-044,000"
JI-AR DESIGN,"Jl. Keselamatan No. 33, Setiabudi, Jakarta Selatan",,Jl. Keselamatan No. 33,,,,Setiabudi,Jakarta Selatan,,(021) 6349859,,,,Perdagangan,,PT,,
"JIA HE INVESTMENT, PT","Jl. Tambak No. 49, Menteng, Jakarta Pusat",,Jl. Tambak No. 49,,,,Menteng,Jakarta Pusat,,,,,Usaha Menengah ,Jasa,(09900)jasa pertambangan dan penggalian lainnya,PT,BKPM NO.02604/I/PPM/PMA/2010,31.254.300.2.071.000
"JIANG TAK INDONESIA, PT","Jl. Lodan Raya No. 2 Komp.Lodan Center Blok C No. 4, Pademangan, Jakarta Utara",,Jl. Lodan Raya No. 2 Komp.Lodan Center Blok C No. 4,,,,Pademangan,Jakarta Utara,,6925815,,,Usaha Kecil ,Perdagangan,Perdagangan besar peralatan dan perlengkapan,PT,SUDIN KOP. UMKM DAN PERDAGANGAN JAKUT NOMOR 1611/1,"02,792,055,2-044,000"
JIHAN RIFA COLLECTION,"Jl. Kayu Tinggi  No. 8 Cakung, RT014/011, Cakung, Jakarta Timur",,Jl. Kayu Tinggi  No. 8 Cakung,014,011,,Cakung,Jakarta Timur,,,,,Usaha Mikro ,Perdagangan,,,"SUDIN KOPERASI, USAHA MIKRO KECIL DAN MENENGAH DAN",
JILBABKU,,,,,,,,Jakarta Utara,,081384962262,,,Usaha Mikro ,,"Busana muslim, jilbab jangkauan pemasaran : jabota",,PERIZINAN : DOMISILI USAHA,
"JIN CHAO RESOURCES & DEVELOPMENT, PT","Jl. Gunung Sahari Raya No. 1 Mangga Dua Square Blok D No. 19, Pademangan, Jakarta Utara",,Jl. Gunung Sahari Raya No. 1 Mangga Dua Square Blok D No. 19,,,,Pademangan,Jakarta Utara,,62312814,62312844,,Usaha Menengah ,Jasa / Produksi Lainnya,Penambangan batu bara dan penggalian gambut,PT,BKPM NOMOR 1614/I/PMA/2008,"02,791,884,6-044,000"
"JIN LEI RESOURCES & DEVELOPMENT, PT","Jl. Gunung Sahari Raya No. 1 Mangga Dua Square Blok D No. 19, Pademangan, Jakarta Utara",,Jl. Gunung Sahari Raya No. 1 Mangga Dua Square Blok D No. 19,,,,Pademangan,Jakarta Utara,,62312814,62312844,,Usaha Menengah ,Jasa / Produksi Lainnya,Penambangan batu bara dan penggalian gambut,PT,BKPM NOMOR 1612/I/PMA/2008,"02,791,883,8-044,000"
"JIN SHI RESOURCES & DEVELOPMENT, PT","Jl. Gunung Sahari Raya No. 1 Mangga Dua Square Blok D No. 19, Pademangan, Jakarta Utara",,Jl. Gunung Sahari Raya No. 1 Mangga Dua Square Blok D No. 19,,,,Pademangan,Jakarta Utara,,62312814,62312844,,Usaha Menengah ,Jasa / Produksi Lainnya,Penambangan batu bara dan penggalian gambut,PT,BKPM NOMOR 1613/I/PMA/2008,"02,791,885,3-044,000"
"JIN YUAN INDUSTRIAL, PT","Jl. Semper Kebantenan No. 24, Cilincing, Jakarta Utara",,Jl. Semper Kebantenan No. 24,,,,Cilincing,Jakarta Utara,,4618191/4618193,4618191/4618193,,Usaha Menengah ,Perdagangan,Perdagangan besar logam dan bijih logam,PT,"SUDIN KOP, UMKM DAN PERDAGANGAN JAKUT NOMOR 04455/","21,123,708,6-045,000"
JINGGA CELL,"Jl. Bintaro Permai, Jakarta Selatan",,Jl. Bintaro Permai,,,,,Jakarta Selatan,,7372332,,,Usaha Mikro ,Perdagangan,Dagang voucher hp,PERORANGAN,,
JINJIT KERAMIK,"Jl. Raya Cipinang Jaya No. 4 Jatinegara, Jatinegara, Jakarta Timur",,Jl. Raya Cipinang Jaya No. 4 Jatinegara,,,,Jatinegara,Jakarta Timur,,8194176 Hp. 08161347390,,,Usaha Mikro ,Kerajinan,,,"SUDIN KOPERASI, USAHA MIKRO KECIL DAN MENENGAH DAN",
JINJIT POTERRY,"Jl. Raya Cipinang Jaya No. 4, Jatinegara, Jakarta Timur",,Jl. Raya Cipinang Jaya No. 4,,,,Jatinegara,Jakarta Timur,,"021-8194176, 08161347390",,,Usaha Mikro ,Kerajinan,Keramik/gerabah,,"SUDIN KOPERASI, UMKM DAN PERDAGANGAN/KOTA ADMINIST",
"JINYOUNG, PT","Jl. Gatot Subroto, Tebet, Jakarta Selatan",,Jl. Gatot Subroto,,,,Tebet,Jakarta Selatan,,830666,,,Usaha Menengah ,Home Industri,Industri peralatan listrik yg tidak diklasifikasik,PT,DEP. PERINDAG:SIUP NO.25/1/PMA/2003,"20,265,840,5,2"
"JIO ANUGERAH MOBILINDO, PT","Jl. Sultan Iskandar Muda No. 9, RT002/005, Kebayoran Lama Selatan, Kebayoran Lama, Jakarta Selatan",,Jl. Sultan Iskandar Muda No. 9,002,005,Kebayoran Lama Selatan,Kebayoran Lama,Jakarta Selatan,,7251999,72783999,,Usaha Kecil ,Perdagangan,Perdagangan besar suku cadang & asesoris mobil,PT,DEP.PERINDAG:SIUP NO.00515/182451,"22,902,688,0,13"
JIT INVESTAMA HARAPAN SUKSES,Komp. Pakuwon Blok P No.7,Komp. Pakuwon Blok P No.7,,003,007,Jelambar,Grogol Petamburan,Jakarta Barat,,,,,Usaha Menengah ,Perdagangan,,CV,,
"JJ- DEGUSSA CHEMICALS, PT","Plaza Dm lt. 3, Jl. Jend Sudirman Kav. 25, Karet, Setiabudi, Jakarta Selatan",Plaza Dm lt. 3,Jl. Jend Sudirman Kav. 25,,,Karet,Setiabudi,Jakarta Selatan,,5205373,5205374,,Usaha Menengah ,Home Industri,Industri pemberantas hama,PT,BKPM:NO.IZIN:141/PERDAGANGAN/2002,"18,213,108,0,59"
"JJ-LABB CABLE INDONESIA, PT","Graha Inti Fauzi lt. 7, Jl. Buncit Raya No. 22, Pejaten Barat, Pasar Minggu, Jakarta Selatan",Graha Inti Fauzi lt. 7,Jl. Buncit Raya No. 22,,,Pejaten Barat,Pasar Minggu,Jakarta Selatan,,2753705,27237052,,Usaha Menengah ,Perdagangan,,PT,BKPM:NO.IZIN:87/B1/A6/2004,"10,615,870,0,55"
"JKS. REALTY, PT","Panin Tower Senayan City lt. 18, Jl. Asia Afrika Lot.19, Tanah Abang, Jakarta Pusat",Panin Tower Senayan City lt. 18,Jl. Asia Afrika Lot.19,,,,Tanah Abang,Jakarta Pusat,,72782350,,,,Jasa,Real estate yg dimiliki sendiri atau disewa,PT,DEP.PERINDAG (SIUP) NO.1489/182451,21.055.732.8.029.000
JM PERMATA,Jakarta Gems Center Rawa Bening No. Tu. A. Loo. Act. 015,Jakarta Gems Center Rawa Bening No. Tu. A. Loo. Act. 015,,,,,,Jakarta Timur,13350,08588 1525 444,,,Usaha Mikro ,,Batu cincin,,KEPALA DINAS KUKM DAN PERDAGANGAN PROV. DKI JAKART,
"JMC MANAGED SERVICES, PT","Menara Bca 50th Floor Grand Indonesia, Jl. Mh Thamrin No. 1, Menteng, Jakarta Pusat",Menara Bca 50th Floor Grand Indonesia,Jl. Mh Thamrin No. 1,,,,Menteng,Jakarta Pusat,,23584505,23584401,,Usaha Menengah ,Jasa,Jasa konsultasi bisnis dan manajemen,PT,BKPM NO.00269/182451,31.164.067.6.071.000
"JNDOCOAL KALTIM RESOURCEA, PT","Wisma Bakrie 2 lt. 7, Jl. Hr Rasuna Said Kav. B2, Karet, Setiabudi, Jakarta Selatan",Wisma Bakrie 2 lt. 7,Jl. Hr Rasuna Said Kav. B2,,,Karet,Setiabudi,Jakarta Selatan,,57942080,,,Usaha Menengah ,Jasa / Produksi Lainnya,Pertambangan batu bara & penggalian gambut,PT,BKPM:NO.IZIN:91/V/PMA/2007,"24,268,559,0,11"
"JNJ ENERGY DEVELOPMENT, PT","Jl. Jend Gatao Subroto Kav. 32, Kuningan Timur, Setiabudi, Jakarta Selatan",,Jl. Jend Gatao Subroto Kav. 32,,,Kuningan Timur,Setiabudi,Jakarta Selatan,,52901190,52901189,,Usaha Menengah ,Jasa / Produksi Lainnya,Pertambangan batu bara & penggalian gambut,PT,BKPM:NO.IZIN:784/III/PMA/2007,"24,147,498,0,56"
"JOBEL KASIH UTAMA, PT","Jl. Tauladan No. 1 Karet Tengsin, Jakarta Pusat",,Jl. Tauladan No. 1 Karet Tengsin,,,,,Jakarta Pusat,,5733526,,,Usaha Kecil ,Jasa,Kontruksi perkantoran dan rumah,PT,,
"JOGJA MAGASA INTERNATIONAL, PT","Wisma Emha, Jl. Wijaya I No. 11 A, Petogogan, Kebayoran Baru, Jakarta Selatan",Wisma Emha,Jl. Wijaya I No. 11 A,,,Petogogan,Kebayoran Baru,Jakarta Selatan,,"7201879, 7201880",7257827,,Usaha Menengah ,Jasa / Produksi Lainnya,Pertambangan batu bara & penggalian gambut,PT,DEP. PERINDAG:SIUP NO.933/I/PMA/2005,"24,144,719,0,56"
JOHANA TAILOR,"Jl. Rm Kahfi I Jambu 2, Jakarta Selatan",,Jl. Rm Kahfi I Jambu 2,,,,,Jakarta Selatan,,,,,Usaha Mikro ,Home Industri,Menjahit pakaian pria dan wanita,PERORANGAN,,
"JOHOR PANCA AGRO, PT","Gd. Menara Imperium lt. 33 Suite Abcd, Jl. Hr Rasuna Said Kav. No. 1, Guntur, Setiabudi, Jakarta Selatan",Gd. Menara Imperium lt. 33 Suite Abcd,Jl. Hr Rasuna Said Kav. No. 1,,,Guntur,Setiabudi,Jakarta Selatan,,8317510,8317519,,Usaha Menengah ,Jasa,Konstruksi gedung perkantoran,PT,BKPM:NO.IZIN:188/V/PMA/1999,"17,601,240,0,59"
"JOINUS CARGO BUANA, PT","Gedung Pekaka lt. 5 Ruang 502, Jl. Angkasa Blok B-9 Kav. 6, Sawah Besar, Jakarta Pusat",Gedung Pekaka lt. 5 Ruang 502,Jl. Angkasa Blok B-9 Kav. 6,,,,Sawah Besar,Jakarta Pusat,,021-6546818,021-6546818,,Usaha Menengah ,Jasa,Pengurusan transportasi,PT,BKPM,01.898.688.4.058.000
"JOINUS GEMILANG, PT","Graha Mustika Ratu Building lt. 10, Jl. Jend Gatot Subroto Kav. 74-75 Tebet, Tebet, Jakarta Selatan",Graha Mustika Ratu Building lt. 10,Jl. Jend Gatot Subroto Kav. 74-75 Tebet,,,,Tebet,Jakarta Selatan,,8307421,,,Usaha Kecil ,Perdagangan,Perdagangan besar berbagai barang dan perlengkapan,PT,DEP. PERINDAG:SIUP NO.03270182451,"16,699,050,0,01"
JOK BEKLEDING DIAN,"Jl. Kebon Sirih Timur No. 25, Jakarta Pusat",,Jl. Kebon Sirih Timur No. 25,,,,,Jakarta Pusat,,,,,Usaha Mikro ,Jasa,Usaha pembuatan jok motor dan mobil,PERORANGAN,,
JOKO ANDRYANTO,"Jl. Jengki Cip. Asem, RT001/002, Pulo Gadung, Jakarta Timur",,Jl. Jengki Cip. Asem,001,002,,Pulo Gadung,Jakarta Timur,,80880022,,,Usaha Mikro ,,,,,
JOKO MULYOTO,"Jl. Raya Teluk Gong 005/08, Jakarta Utara",,Jl. Raya Teluk Gong 005/08,,,,,Jakarta Utara,,,,,Usaha Mikro ,,Warung makan/soto solo jangkauan pemasaran : lokal,,PERIZINAN : TIDAK LENGKAP,
JOLLY TAILOR,Pd Slipi Jaya lt. Dasar No. 124 Los A,Pd Slipi Jaya lt. Dasar No. 124 Los A,,,,,,Jakarta Barat,,081513951073,,,Usaha Mikro ,Jasa,Jasa penjahitan,PERORANGAN,,
JON PERMATA,Jakarta Gems Center Rawa Bening No. Tu. A Loo Cct 101,Jakarta Gems Center Rawa Bening No. Tu. A Loo Cct 101,,,,,,Jakarta Timur,13350,0853 103 877 88,,,Usaha Mikro ,,,,KEPALA DINAS KUKM DAN PERDAGANGAN PROV. DKI JAKART,
"JONH CRANE INDONESIA, PT","Cilandak Commercial Estate Building401-a, Jl. Cilandak Kko, Cilandak Timur, Pasar Minggu, Jakarta Selatan",Cilandak Commercial Estate Building401-a,Jl. Cilandak Kko,,,Cilandak Timur,Pasar Minggu,Jakarta Selatan,,7890068,7890848,,,Home Industri,Industri transmisi mekanik,PT,BKPM:NO.IZIN:282/T/INDUSTRI/2005,"10,694,149,0,55"
"JOOLLA P.PALLA,CV","Jl. Boulevard Raya Blok Qf-3 No. 1, Kelapa Gading, Jakarta Utara",,Jl. Boulevard Raya Blok Qf-3 No. 1,,,,Kelapa Gading,Jakarta Utara,,45840702,45840702,,Usaha Kecil ,Perdagangan,Perdagangan besar berbagai barang-barang,CV,"SUDIN KOP, UMKM DAN PERDAGANGAN JAKUT NOMOR 1516/1","02,983,120,3-043,000"
"JOOMBRE INFOCOM TECHNOLOGYU, PT","Mangga Dua Square lt. 1 Blok A No.194-195, Jl. Gunung Sahari Raya No. 1, Pademangan, Jakarta Utara",Mangga Dua Square lt. 1 Blok A No.194-195,Jl. Gunung Sahari Raya No. 1,,,,Pademangan,Jakarta Utara,,96913822,82313546,,Usaha Kecil ,Perdagangan,Perdagangan besar peralatan dan perlengkapan,PT,SUDIN KOP. UMKM DAN PERDAGANGAN JAKUT NOMOR 1088/1,"02,791,868,9-044,000"
