No.,Nama & Alamat,Kegiatan Usaha,Badan Hukum
4265,"*INDUSTRI MAKANAN RINGAN ANA*
Kampung jembatan

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4266,"*INDUSTRI MAKANAN RINGAN NASRUN*
Jl kayu 7 no 10

Jakarta Timur -
Ph:4704006 / Fax: / Hp:","Usaha Mikro (Jasa) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4267,"*INDUSTRI MAKANAN TJHIEN SUI MOY*
Jl jembatan gambang i no 51 a

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4268,"*INDUSTRI MAKION*
Jl perumpung sawah 1 no 27

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
Industri pengolahan","PERORANGAN
Siup:
NPWP:"
4269,"*INDUSTRI MASKER NURDIN*
Jl asia baru no 9

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4270,"*INDUSTRI MEBEL H MURSANI*
Jl h ahyar no 59

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4271,"*INDUSTRI MEBEL SLAMET*
Jl kelurahan

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4272,"*INDUSTRI MENJAHIT NANA*
Jl bambu duri 4 no 2

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4273,"*INDUSTRI MESIN PARUTAN KELAPA CHAFIDZ*
Kp duri kosambi no 10

Jakarta Barat -
Ph:70085411 / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4274,"*INDUSTRI MEUBEL IBRAHIM ALI*
Jl buluh perindu

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4275,"*INDUSTRI MEUBEL PARJI*
Jl duri intan raya

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4276,"*INDUSTRI MEUBEL THOMAS*
Jl buluh perindu raya no 97

Jakarta Timur -
Ph:0218602853 / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4277,"*INDUSTRI MEUBLE MADUN*
Jl setu cipayung no 7 a

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4278,"*INDUSTRI MIE BASAH TUNGGONO*
Gg namung no 212

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4279,"*INDUSTRI MIE GUNTORO*
Jl pademangan 3 gg 20 no 265

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4280,"*INDUSTRI NEKEL DODI*
Jl manyar raya

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa) 
Melapisi besi dengan nekel","PERORANGAN
Siup:
NPWP:"
4281,"*INDUSTRI OBAT M A MAWAN ABDUL*
Jl jatinegara barat no 2 c

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4282,"*INDUSTRI ODONG ODONG DARMAJI*
Jl. murdai

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4283,"*INDUSTRI ONCOM DARMIATUN*
Pal merah utara iii no 18

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4284,"*INDUSTRI PAKAIAN WANITA ELLY*
Jl raya cilincing

Jakarta Utara -
Ph:4414768 / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4285,"*INDUSTRI PATUNG FIBER NIJAN*
Jl prepedan dalam

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4286,"*INDUSTRI PD TAWAKAI*
Jl curug raya no 10

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa) 
Usaha pembuatan kusen","PERORANGAN
Siup:
NPWP:"
4287,"*INDUSTRI PEMBUAT KUE NUNUN*
Jl jembatan besi

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4288,"*INDUSTRI PEMBUATAN ONCOM JAYA KARWADI*
Jl. balai rakyat 2

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4289,"*INDUSTRI PEMBUATAN PANEL LISTRIK FARHAN YUSUF*
Gg gading vi kampung rawa no 5a

Jakarta Pusat -
Ph:4269359 / Fax: / Hp:","Usaha Mikro (Jasa) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4290,"*INDUSTRI PEMBUATAN TAUGE KURNIAWAN*
Jl palmerah utara iii

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4291,"*INDUSTRI PEMOTONGAN UNGGAS MUHADI*
Jl hksn no 10

Jakarta Selatan -
Ph:02172794519 / Fax: / Hp:","Usaha Mikro (Jasa) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4292,"*INDUSTRI PENGERAJIN TEMPE*
Jl h tholib

Jakarta Selatan -
Ph:081586636047 / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4293,"*INDUSTRI PENGGERGAJIAN KAYU SARUNI*
Jl pahlawan revolusi no 48

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4294,"*INDUSTRI PENGGILINGAN KACANG WARSINAH*
Jl cemara gg 4 blok 1 no 6

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4295,"*INDUSTRI PENGOLAHAN ASIH*
Jl perumpung sawah no 20

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Home Industri) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4296,"*INDUSTRI PENGOLAHAN IKAN ASIN HERMAN*
Jl kali baru barat 7 no 126

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4297,"*INDUSTRI PENGOLAHAN IKAN ASIN SUWARSO*
Jl kali baru timur 7

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4298,"*INDUSTRI PENGOLAHAN IKAN ASIN TARJANI*
Jl kali baru barat 7 no 108

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4299,"*INDUSTRI PENGOLAHAN KAYU DOSO*
Komplek harmoni mas blok e no 17

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
Membuat alat sembahyang dari kayu","PERORANGAN
Siup:
NPWP:"
4300,"*INDUSTRI PENGOLAHAN SUWARNO*
Jl kedondong

Jakarta Utara -
Ph:0216518708 / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4301,"*INDUSTRI PENGOLAHAN TAHU*
Jl gg r no 4

Jakarta Utara -
Ph:6678335 / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4302,"*INDUSTRI PENGRAJIN LIMBAH KALENG LIM DING*
Jl jembatan besi no 18

Jakarta Barat -
Ph:622170469978 / Fax: / Hp:","Usaha Mikro (Jasa) 
Mambuat tutup botol dan tusukan obat nyamuk","PERORANGAN
Siup:
NPWP:"
4303,"*INDUSTRI PERCETAKAN*
Komplek dhi blok kk

Jakarta Utara -
Ph: / Fax:6629043 / Hp:","Usaha Mikro (Jasa) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4304,"*INDUSTRI PERCETAKAN DIMAS JAYA*
Jl cibubur iii

Jakarta Timur -
Ph:8703269 / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4305,"*INDUSTRI PERCETAKAN NIKO*
Jl garuda raya no 56 a

Jakarta Pusat -
Ph:4264473 / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4306,"*INDUSTRI PERLANGKAPAN HELM MIDAH*
Jl gg mangga

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4307,"*INDUSTRI PERLENGKAPAN HELM*
Jl gg mangga

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4308,"*INDUSTRI PEYEK IDA NURSIDAH*
Jl raya tengah no 14

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4309,"*INDUSTRI PILUS*
Jl telaga ratna 2 no 5

Jakarta Utara -
Ph:02165305618 / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4310,"*INDUSTRI PIPA ALAM*
Jl pademangan timur no 58

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
Pembuatan pipa dari plastik","PERORANGAN
Siup:
NPWP:"
4311,"*INDUSTRI PISANG GORENG ARIFIN*
Jl pluit dalam no 11

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4312,"*INDUSTRI PLAMIR HERI*
Jl. utan jati

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa) 
Usaha pembuatan plamir","PERORANGAN
Siup:
NPWP:"
4313,"*INDUSTRI PLASTIK*
Jl palmerah

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa) 
Pengolahan plastik","PERORANGAN
Siup:
NPWP:"
4314,"*INDUSTRI PLASTIK AHYAN*
Jl bambu larangan

Jakarta Barat -
Ph:0216197505 / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
Industri barang perabot rumah tangga dari plastik","PERORANGAN
Siup:
NPWP:"
4315,"*INDUSTRI PLASTIK ASENG*
Jl kamal raya

Jakarta Barat -
Ph:5550895 / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
Industri pengolahan plastik","PERORANGAN
Siup:
NPWP:"
4316,"*INDUSTRI PLASTIK SELLY*
Kemuning

Jakarta Timur -
Ph:021-8574412 / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
Industri kantong plastik","PERORANGAN
Siup:
NPWP:"
4317,"*INDUSTRI POT ATENG*
Jl manunggal 9 no.25

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
Membuat pot bunga plastik","PERORANGAN
Siup:
NPWP:"
4318,"*INDUSTRI REKLAME UUN*
Jl kramat soka

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
Membuat reklame dan stempel","PERORANGAN
Siup:
NPWP:"
4319,"*INDUSTRI REMPEYEK*
Bulak kecil no 20 tugu utara

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
Industri rempeyek","PERORANGAN
Siup:
NPWP:"
4320,"*INDUSTRI REMPEYEK OTIH*
Jl cemara ujung gg 8 blok i

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4321,"*INDUSTRI ROTI BOGOR YANA*
Jl tebet timur x e no 13

Jakarta Selatan -
Ph:8290580 / Fax: / Hp:","Usaha Mikro (Jasa) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4322,"*INDUSTRI ROTI BUAYA WISNU*
Jl swadaya raya no 8

Jakarta Barat -
Ph:081399936222 / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4323,"*INDUSTRI ROTI EDY*
Jl trisula

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4324,"*INDUSTRI ROTI FRANS*
Jl cikoko barat i no 3

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
Industri membuat roti","PERORANGAN
Siup:
NPWP:"
4325,"*INDUSTRI ROTI H KAMALUDIN*
Jl halim pk

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4326,"*INDUSTRI ROTI MURNI*
Jl yy sumur batu no 17

Jakarta Pusat -
Ph:0214252243 / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4327,"*INDUSTRI ROTI ROHAN*
Jl tanjung duren timur 4 no 24

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4328,"*INDUSTRI ROTI RUDI*
Jl karang anyer a

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4329,"*INDUSTRI ROTI SRI*
Jl menceng raya

Jakarta Barat -
Ph:7181127 / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4330,"*INDUSTRI ROTI TAWAR HENDRA*
Jl surya wijaya

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4331,"*INDUSTRI SABLON ABUY*
Jl tambora ii no 82

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Home Industri) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4332,"*INDUSTRI SABLON HAI DJIU LIONG*
Jl sinyar 7 no 22

Jakarta Pusat -
Ph:085691317661 / Fax: / Hp:","Usaha Mikro (Home Industri) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4333,"*INDUSTRI SABLON ROHIMI*
Jl pembina no 12

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa) 
Jasa sablon membuat kandang jangkrik","PERORANGAN
Siup:
NPWP:"
4334,"*INDUSTRI SABLON ROHMAN*
Jl damai i no 35

Jakarta Barat -
Ph:568720 / Fax: / Hp:","Usaha Mikro (Jasa) 
Cetak gambar baju anak","PERORANGAN
Siup:
NPWP:"
4335,"*INDUSTRI SABLON TUTUP BOTOL ENCI WING*
Jl kramat jaya baru blok g 4 no 383

Jakarta Pusat -
Ph:021-4256315 / Fax: / Hp:","Usaha Mikro (Jasa) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4336,"*INDUSTRI SABLON YUDI*
Jl kom kft blok a6 /4

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4337,"*INDUSTRI SANDAL MASRIAL*
Kp pisangan penggilingan

Jakarta Timur -
Ph:085880247127 / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4338,"*INDUSTRI SANDAL RAHMAT*
Karang anyar utara iv gg o no 5

Jakarta Pusat -
Ph:085213599269 / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4339,"*INDUSTRI SANDAL WANITA ABDUL MUNIF*  
Jl pedurenan masjid

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4340,"*INDUSTRI SARUNG JOK ASWIR*
Jl basuki rahmat

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
Pembuatan sarung jok mobil","PERORANGAN
Siup:
NPWP:"
4341,"*INDUSTRI SARUNG TANGAN JONI*
Jl remaco

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4342,"*INDUSTRI SEPATU AMRIZAL*  
Jl rawa badung no 71 a

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4343,"*INDUSTRI SEPATU ATIK*
Jl e raya no.31

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4344,"*INDUSTRI SEPATU AYU*
Jl kebon jahe ii no 28

Jakarta Pusat -
Ph:3846294 / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4345,"*INDUSTRI SEPATU BIASA SAM SURYADI*
Jl komarudin 2 dalam no 38 c

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4346,"*INDUSTRI SEPATU BONG JIMY*
Jl teluk indah blok s no 33

Jakarta Utara -
Ph:0216607177 / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4347,"*INDUSTRI SEPATU DASRIL*
Jl pisangan no 90

Jakarta Timur -
Ph:70644408 / Fax:08569990523 / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4348,"*INDUSTRI SEPATU GEAN CARLO*
Jl pancoran barat viii no 24f

Jakarta Selatan -
Ph:9212318 / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
Industri sepatu dan sandal","PERORANGAN
Siup:
NPWP:"
4349,"*INDUSTRI SEPATU HAO JAM SIN*
Jl jelambar timur

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4350,"*INDUSTRI SEPATU LILIS*
Jl raya penggilingan no 17

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4351,"*INDUSTRI SEPATU LUKMAN HAKIM*
Kp pisangan

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4352,"*INDUSTRI SEPATU MAMAN*
Jl serdang baru 1

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4353,"*INDUSTRI SEPATU MUSLIM*
Kp pisangan penggilingan no 146

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4354,"*INDUSTRI SEPATU OXER*
Jl sumba b no 2

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4355,"*INDUSTRI SEPATU UJAIR*
Jl dakota raya

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4356,"*INDUSTRI SEPATU ZAL EFFENDI*
Jl kp pisangan

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4357,"*INDUSTRI SOFA KALIMAS JATI UTAMA*
Jl basuki rahmat no 12

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4358,"*INDUSTRI SOFA UJANG*
Jl kapuk kebon jahe

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
Membuat sofa dan bangku","PERORANGAN
Siup:
NPWP:"
4359,"*INDUSTRI SOMAY OLAN*
Jl blok f gg vi no 23

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4360,"*INDUSTRI SOUVENIR CANINGSIH*
Kp pisangan blok d no 33

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4361,"*INDUSTRI SPEAKER AKTIF ROBIN SUNADI*
Jl tangki wood i no 16

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4362,"*INDUSTRI STAN KEYBOARD*
Jl petojo selatan i

Jakarta Pusat -
Ph:6318421 / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4363,"*INDUSTRI STEMPEL HANNA*
Jl semeru v no 21

Jakarta Barat -
Ph:085216071840 / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4364,"*INDUSTRI SUSU KEDELAI ENDANG*
Jl pulo kemuning 2

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4365,"*INDUSTRI TAHU CINA SAENUDIN*
Jl h kamang bawah

Jakarta Selatan -
Ph:021-75909384 / Fax: / Hp:","Usaha Mikro (Jasa) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4366,"*INDUSTRI TAHU DAN TEMPE YONO*
Jl kembangan utara

Jakarta Barat -
Ph:58302260 / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4367,"*INDUSTRI TAHU DARMA*
Jl kayu tinggi

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4368,"*INDUSTRI TAHU H ENDANG*
Gg jambu no. 42

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4369,"*INDUSTRI TAHU HENI*
Jl gg mushola

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Makanan) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4370,"*INDUSTRI TAHU MAMAN ABDUL RAHMAN*
Jl. mangga ujung

Jakarta Timur -
Ph:8561414 / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4371,"*INDUSTRI TAHU MUHAMMAD*
Jl bangka raya gg satria no 4

Jakarta Selatan -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4372,"*INDUSTRI TAHU SAMIN*
Jl nusa indah

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4373,"*INDUSTRI TAHU SITI*
Jl a2 no 39

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4374,"*INDUSTRI TAHU SRI*
Gg bambu

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa) 
Usaha pembuatan bambu","PERORANGAN
Siup:
NPWP:"
4375,"*INDUSTRI TAHU SUMEDANG H SUPRIYATNA*
Jl warakas iii gg 9 no 11

Jakarta Utara -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4376,"*INDUSTRI TAHU UHO*
Jl flamboyan no 47

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4377,"*INDUSTRI TALI PINGGANG*
Kp baru tipar cakung

Jakarta Timur -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4378,"*INDUSTRI TAS ADRIAL*
Jl as-shirot no. 14 a

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa) 
Usaha pembuatan tas","PERORANGAN
Siup:
NPWP:"
4379,"*INDUSTRI TAS DARMAJI*
Jl musyawarah

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4380,"*INDUSTRI TAS GUNAWAN*
Jl klingkit no 31

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4381,"*INDUSTRI TAS HERI HADIPINTOYO*
Jl dwi warna ii gg i no 11

Jakarta Pusat -
Ph:0216289207 / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4382,"*INDUSTRI TAS MUJI*
Jl f2 no 7

Jakarta Pusat -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
(binary/image)","PERORANGAN
Siup:
NPWP:"
4383,"*INDUSTRI TAS MUTE RUDI*
Jl dpr i no 44b

Jakarta Barat -
Ph: / Fax: / Hp:","Usaha Mikro (Jasa / Produksi Lainnya) 
Industri jasa maklon tas mute","PERORANGAN
Siup:
NPWP:"
