UrusanPemerintahan|Organisasi|Program|SubProgram|PendapatanBelanja|Tipe|SubTipe|Uraian|Jumlah
1.08|022|10|046||||Peningkatan Taman di Kecamatan Cilincing (Taman Beo, Taman Wijaya Kusuma, Taman Segitiga Yon Air dan Taman RT. 013 RW 01 Kel. Semper Barat Kec. Cilincing)|
1.08|022|10|046|5|2||BELANJA LANGSUNG|847.863.755
1.08|022|10|046|5|2|2|BELANJA BARANG DAN JASA|45.516.900
1.08|022|10|046|5|2|3|BELANJA MODAL|802.346.855
1.08|022|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|022|10|047||||Peningkatan Jalur Hijau di Kecamatan Pademangan (Jl. Gunung Sahari (depan Samsat Pademangan) dan Jl. Pademangan Raya (pinggir Kali Mati)|
1.08|022|10|047|5|2||BELANJA LANGSUNG|658.257.715
1.08|022|10|047|5|2|3|BELANJA MODAL|658.257.715
1.08|022|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|022|10|048||||Peningkatan Jalur Hijau di Kecamatan Koja ( Jl. Sindang Terusan dan Median Jl. Kramat Jaya (depan Islamic Center))|
1.08|022|10|048|5|2||BELANJA LANGSUNG|399.769.926
1.08|022|10|048|5|2|2|BELANJA BARANG DAN JASA|15.354.460
1.08|022|10|048|5|2|3|BELANJA MODAL|384.415.466
1.08|022|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|022|10|049||||Penghijauan RW Kumuh di Wilayah Jakarta Utara (Kecamatan : Tanjung Priok, Cilincing, Kelapa Gading, Koja, Pademangan dan Penjaringan)|
1.08|022|10|049|5|2||BELANJA LANGSUNG|1.199.986.500
1.08|022|10|049|5|2|2|BELANJA BARANG DAN JASA|789.202.500
1.08|022|10|049|5|2|3|BELANJA MODAL|410.784.000
1.08|022|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|022|10|050||||Peningkatan Taman Jl. Pademangan IX RT. 002/010 Kel. Pademangan Timur|
1.08|022|10|050|5|2||BELANJA LANGSUNG|190.424.561
1.08|022|10|050|5|2|3|BELANJA MODAL|190.424.561
1.08|022|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|022|10|051||||Peningkatan Jalur Hijau di Kecamatan Cilincing (Jalur Hijau RW. 03 RT. 001 s/d RT. 016 Kel. Cilincing Kec. Cilincing, Median Jl. Akses Marunda Kel. Marunda, Jl. Sungal Landak sisi Barat dan Timur RW. 08)|
1.08|022|10|051|5|2||BELANJA LANGSUNG|898.718.405
1.08|022|10|051|5|2|2|BELANJA BARANG DAN JASA|32.690.680
1.08|022|10|051|5|2|3|BELANJA MODAL|866.027.725
1.08|022|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|022|10|052||||Pembangunan Taman di Kecamatan Kelapa Gading (Taman di Perum Gading Puspa UKU RW 016 Kel. Pegangsaan Dua dan Taman di Perum Gading Puspa Jl. Puspa Gading Asri UKU Kel. Pegangsaan Dua)|
1.08|022|10|052|5|2||BELANJA LANGSUNG|598.829.672
1.08|022|10|052|5|2|2|BELANJA BARANG DAN JASA|38.740.879
1.08|022|10|052|5|2|3|BELANJA MODAL|560.088.793
1.08|022|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|022|10|053||||Peningkatan Taman Jl. Betok Rt 003 dan Jl. Kura RT 002 RW 012 Kel. Pejagalan|
1.08|022|10|053|5|2||BELANJA LANGSUNG|195.266.472
1.08|022|10|053|5|2|2|BELANJA BARANG DAN JASA|5.117.200
1.08|022|10|053|5|2|3|BELANJA MODAL|190.149.272
1.08|022|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|022|10|054||||Peningkatan JH Jl. Sunter Permai Raya|
1.08|022|10|054|5|2||BELANJA LANGSUNG|585.503.974
1.08|022|10|054|5|2|2|BELANJA BARANG DAN JASA|17.619.250
1.08|022|10|054|5|2|3|BELANJA MODAL|567.884.724
1.08|022|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|022|10|055||||Peningkatan Taman RW 013 Kel. Pademangan Barat|
1.08|022|10|055|5|2||BELANJA LANGSUNG|190.538.910
1.08|022|10|055|5|2|2|BELANJA BARANG DAN JASA|5.117.200
1.08|022|10|055|5|2|3|BELANJA MODAL|185.421.710
1.08|022|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|022|10|056||||Peningkatan JH. Jl. Yos Sudarso Sisi Timur Segment 1 (Turunan Fly Over Boulevard Barat s/d Pintu 1 Kodamar s/d Pintu 2 Kodamar), Segment 3 (Dari Pintu 2 Kodamar s/d Rumah Pompa Depan Sebrang AHM)|
1.08|022|10|056|5|2||BELANJA LANGSUNG|1.745.101.029
1.08|022|10|056|5|2|2|BELANJA BARANG DAN JASA|100.283.540
1.08|022|10|056|5|2|3|BELANJA MODAL|1.644.817.489
1.08|022|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|022|10|057||||Pemeliharaan Taman di Kecamatan Kelapa Gading (Taman Kebon Bibit Kelapa Gading, Taman RT 004/ 007, Taman Teluk Ratai Raya,Taman Jl. Sentosa RW 010, Taman Bahariwan Kel. Kelapa Gading Barat, Taman Griya Pratama, Taman Maramba, Taman Seluang, Taman Maengket, Taman Arumba, Taman Kelapa Puan I, Taman Kelapa Puan V, Taman Serona Jl. Kompiudin, Taman Toyota, Taman Interaktif Jl. Perjuangan RT 004 dan RT 007 RW 04, Taman Jl. Gading Putih Raya Kel. Kelapa Gading Timur, Taman H. Oyar, Taman Taska, Taman Kelapa Kopyor, Taman Topeng Kel. Pegangsaan Dua, Taman Eks Goro dan Taman Depan Bulog)|
1.08|022|10|057|5|2||BELANJA LANGSUNG|1.704.672.000
1.08|022|10|057|5|2|1|BELANJA PEGAWAI|1.652.400.000
1.08|022|10|057|5|2|2|BELANJA BARANG DAN JASA|52.272.000
1.08|022|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|022|10|058||||Peningkatan Jalur Hijau di Kecamatan Tanjung Priok (JH. Gg. Muara Bahari Timur 2 dan Muara Bahari 5 RW. 01 Kel. Sunter Agung dan Jl. Sunter Mas Raya & Jl. Flamboyan Raya RW.08 Kel.Sunter Jaya)|
1.08|022|10|058|5|2||BELANJA LANGSUNG|499.712.540
1.08|022|10|058|5|2|2|BELANJA BARANG DAN JASA|16.707.020
1.08|022|10|058|5|2|3|BELANJA MODAL|483.005.520
1.08|022|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|022|10|059||||Peningkatan JH. Jl. Pademangan IV Gg. 22 s/d Gg. 23 RW. 001 Kel. Pademangan Timur|
1.08|022|10|059|5|2||BELANJA LANGSUNG|194.487.362
1.08|022|10|059|5|2|2|BELANJA BARANG DAN JASA|4.180.660
1.08|022|10|059|5|2|3|BELANJA MODAL|190.306.702
1.08|022|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|022|10|060||||Pembangunan Taman Rt.006 Rw. 016 Kel. Pegangsaan Dua|
1.08|022|10|060|5|2||BELANJA LANGSUNG|299.519.497
1.08|022|10|060|5|2|2|BELANJA BARANG DAN JASA|14.224.072
1.08|022|10|060|5|2|3|BELANJA MODAL|285.295.425
1.08|022|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|022|10|061||||Pembebasan Lahan untuk RTH di Komplek Bea Cukai RW. 07 Kel. Sukapura Kec. Cilincing Jakarta Utara|
1.08|022|10|061|5|2||BELANJA LANGSUNG|2.664.480.000
1.08|022|10|061|5|2|3|BELANJA MODAL|2.664.480.000
1.08|022|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|022|10|062||||Pemeliharaan Prasarana / Sarana Jalur Hijau Penyempurna dan Tepian Air Wilayah Jakarta Utara|
1.08|022|10|062|5|2||BELANJA LANGSUNG|619.380.000
1.08|022|10|062|5|2|1|BELANJA PEGAWAI|615.600.000
1.08|022|10|062|5|2|2|BELANJA BARANG DAN JASA|3.780.000
1.08|022|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|022|10|063||||Pemeliharaan RTH Jalur Hijau Wilayah Jakarta Utara|
1.08|022|10|063|5|2||BELANJA LANGSUNG|519.660.000
1.08|022|10|063|5|2|1|BELANJA PEGAWAI|518.400.000
1.08|022|10|063|5|2|2|BELANJA BARANG DAN JASA|1.260.000
1.08|022|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|022|10|064||||Pemeliharaan Prasarana/Sarana Taman di wilayah Jakarta Utara|
1.08|022|10|064|5|2||BELANJA LANGSUNG|2.212.704.000
1.08|022|10|064|5|2|1|BELANJA PEGAWAI|2.203.200.000
1.08|022|10|064|5|2|2|BELANJA BARANG DAN JASA|9.504.000
1.08|022|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|022|10|065||||Plaketisasi TPU Sungai Bambu, TPU Plumpang, TPU Kampung Mangga, dan TPU Tegal kunir|
1.08|022|10|065|5|2||BELANJA LANGSUNG|1.672.609.260
1.08|022|10|065|5|2|1|BELANJA PEGAWAI|600.000
1.08|022|10|065|5|2|2|BELANJA BARANG DAN JASA|387.492.700
1.08|022|10|065|5|2|3|BELANJA MODAL|1.284.516.560
1.08|022|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|022|10|066||||Plaketisasi TPU Jembatan Sampi|
1.08|022|10|066|5|2||BELANJA LANGSUNG|698.609.431
1.08|022|10|066|5|2|1|BELANJA PEGAWAI|200.000
1.08|022|10|066|5|2|2|BELANJA BARANG DAN JASA|144.738.500
1.08|022|10|066|5|2|3|BELANJA MODAL|553.670.931
1.08|022|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|022|10|067||||Plaketisasi Unit Islam dan Unit Kristen TPU Semper|
1.08|022|10|067|5|2||BELANJA LANGSUNG|2.114.933.737
1.08|022|10|067|5|2|1|BELANJA PEGAWAI|200.000
1.08|022|10|067|5|2|2|BELANJA BARANG DAN JASA|407.581.700
1.08|022|10|067|5|2|3|BELANJA MODAL|1.707.152.037
1.08|022|11|||||Program Pengelolaan Sarana Keindahan Kota|
1.08|022|11|004||||Pembuatan Tiang, casing dan Umbul-umbul (warna-warni dan merah putih)|
1.08|022|11|004|5|2||BELANJA LANGSUNG|283.956.448
1.08|022|11|004|5|2|2|BELANJA BARANG DAN JASA|189.420.000
1.08|022|11|004|5|2|3|BELANJA MODAL|94.536.448
1.08|022|12|||||Program Pemberdayaan dan Penggalangan Peran Serta Masyarakat dalam Pengembangan Pertamanan dan Pemakaman|
1.08|022|12|001||||Pembinaan, Pengembangan dan Pengawasan Pertamanan Jakarta Utara|
1.08|022|12|001|5|2||BELANJA LANGSUNG|2.179.950.650
1.08|022|12|001|5|2|1|BELANJA PEGAWAI|162.000.000
1.08|022|12|001|5|2|2|BELANJA BARANG DAN JASA|1.358.693.450
1.08|022|12|001|5|2|3|BELANJA MODAL|659.257.200
1.08|022|12|||||Program Pemberdayaan dan Penggalangan Peran Serta Masyarakat dalam Pengembangan Pertamanan dan Pemakaman|
1.08|022|12|002||||Penyelenggaraan dan Partisipasi Event Pertamanan Jakarta Utara|
1.08|022|12|002|5|2||BELANJA LANGSUNG|1.399.997.949
1.08|022|12|002|5|2|1|BELANJA PEGAWAI|14.100.000
1.08|022|12|002|5|2|2|BELANJA BARANG DAN JASA|1.218.922.245
1.08|022|12|002|5|2|3|BELANJA MODAL|166.975.704
1.08|022|13|||||Program Peningkatan Kapasitas Pelayanan Pertamanan dan Pemakaman|
1.08|022|13|001||||Pelayanan Pemakaman Masyarakat Jakarta Utara|
1.08|022|13|001|5|2||BELANJA LANGSUNG|4.253.906.281
1.08|022|13|001|5|2|1|BELANJA PEGAWAI|2.815.960.000
1.08|022|13|001|5|2|2|BELANJA BARANG DAN JASA|1.436.482.560
1.08|022|13|001|5|2|3|BELANJA MODAL|1.463.721
1.08|022|13|||||Program Peningkatan Kapasitas Pelayanan Pertamanan dan Pemakaman|
1.08|022|13|002||||Sosialisasi Pelayanan Pemakaman|
1.08|022|13|002|5|2||BELANJA LANGSUNG|181.236.800
1.08|022|13|002|5|2|1|BELANJA PEGAWAI|400.000
1.08|022|13|002|5|2|2|BELANJA BARANG DAN JASA|180.836.800
1.08|022|14|||||Program Peningkatan dan Pengelolaan Kantor|
1.08|022|14|001||||Penyelenggaraan operasional kantor Sudin Pertamanan dan Pemakaman Jakarta Utara|
1.08|022|14|001|5|2||BELANJA LANGSUNG|847.209.473
1.08|022|14|001|5|2|1|BELANJA PEGAWAI|26.400.000
1.08|022|14|001|5|2|2|BELANJA BARANG DAN JASA|724.491.273
1.08|022|14|001|5|2|3|BELANJA MODAL|96.318.200
1.08|022|14|||||Program Peningkatan dan Pengelolaan Kantor|
1.08|022|14|002||||Penyediaan Jasa TALI dan IPAL (12 Bulan) Kantor Sudin Pertamanan dan Pemakaman Jakarta Utara|
1.08|022|14|002|5|2||BELANJA LANGSUNG|63.562.032
1.08|022|14|002|5|2|2|BELANJA BARANG DAN JASA|63.562.032
1.08|022|16|||||Program Pengelolaan Kendaraan Dinas|
1.08|022|16|001||||Penyediaan BBM, Jasa Service Kendaraan dan Pajak Kendaraan Dinas|
1.08|022|16|001|5|2||BELANJA LANGSUNG|494.026.920
1.08|022|16|001|5|2|2|BELANJA BARANG DAN JASA|494.026.920
1.08|022|16|||||Program Pengelolaan Kendaraan Dinas|
1.08|022|16|002||||Pengadaan Kendaraan Tangki Air|
1.08|022|16|002|5|2||BELANJA LANGSUNG|2.881.771.200
1.08|022|16|002|5|2|3|BELANJA MODAL|2.881.771.200
1.08|022|16|||||Program Pengelolaan Kendaraan Dinas|
1.08|022|16|003||||Pengadaan Kendaraan Truk|
1.08|022|16|003|5|2||BELANJA LANGSUNG|716.100.000
1.08|022|16|003|5|2|3|BELANJA MODAL|716.100.000
1.08|022|16|||||Program Pengelolaan Kendaraan Dinas|
1.08|022|16|004||||Penyediaan BBM dan Pemeliharaan Kendaraan Dinas Operasional Kantor dan Pajak Kendaraan Dinas Pertamanan dan Pemakaman Jakarta Utara|
1.08|022|16|004|5|2||BELANJA LANGSUNG|3.650.788.897
1.08|022|16|004|5|2|2|BELANJA BARANG DAN JASA|3.650.788.897
1.08|023|00|000|5|||BELANJA DAERAH|
1.08|023|00|000|5|2||BELANJA LANGSUNG|98.525.928.223
1.08|023|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|023|10|001||||Pembangunan Gapura Perbatasan Kota Administrasi Jakarta Barat|
1.08|023|10|001|5|2||BELANJA LANGSUNG|490.686.078
1.08|023|10|001|5|2|2|BELANJA BARANG DAN JASA|15.988.368
1.08|023|10|001|5|2|3|BELANJA MODAL|474.697.710
1.08|023|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|023|10|004||||Pembangunan taman di balai warga RW. 008 Kelurahan Rawa Buaya|
1.08|023|10|004|5|2||BELANJA LANGSUNG|148.274.091
1.08|023|10|004|5|2|2|BELANJA BARANG DAN JASA|5.954.718
1.08|023|10|004|5|2|3|BELANJA MODAL|142.319.373
1.08|023|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|023|10|005||||Pembangunan Taman di Blok B dan C, RT.015 dan RT.016 RW.04 Kel.Meruya Utara|
1.08|023|10|005|5|2||BELANJA LANGSUNG|494.917.083
1.08|023|10|005|5|2|2|BELANJA BARANG DAN JASA|15.702.918
1.08|023|10|005|5|2|3|BELANJA MODAL|479.214.165
1.08|023|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|023|10|006||||Pembangunan Taman di RT 004 dan 005 RW 09 Kel. Joglo|
1.08|023|10|006|5|2||BELANJA LANGSUNG|593.894.801
1.08|023|10|006|5|2|2|BELANJA BARANG DAN JASA|18.708.118
1.08|023|10|006|5|2|3|BELANJA MODAL|575.186.683
1.08|023|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|023|10|007||||pembangunan taman ex tenda biru di Rt 10, 11 rw 07 Kel. Jelambar Baru|
1.08|023|10|007|5|2||BELANJA LANGSUNG|197.716.726
1.08|023|10|007|5|2|2|BELANJA BARANG DAN JASA|7.786.218
1.08|023|10|007|5|2|3|BELANJA MODAL|189.930.508
1.08|023|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|023|10|008||||Pembangunan Taman Hanoman RW 09 Kelurahan Rawa Buaya|
1.08|023|10|008|5|2||BELANJA LANGSUNG|593.326.916
1.08|023|10|008|5|2|2|BELANJA BARANG DAN JASA|18.708.118
1.08|023|10|008|5|2|3|BELANJA MODAL|574.618.798
1.08|023|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|023|10|009||||Pembangunan Taman Jl. Bukit Permai 2|
1.08|023|10|009|5|2||BELANJA LANGSUNG|593.610.859
1.08|023|10|009|5|2|2|BELANJA BARANG DAN JASA|18.708.118
1.08|023|10|009|5|2|3|BELANJA MODAL|574.902.741
1.08|023|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|023|10|011||||Pembangunan Taman RTH Interaktif RW. 06 kelurahan Rawa Buaya|
1.08|023|10|011|5|2||BELANJA LANGSUNG|199.863.129
1.08|023|10|011|5|2|2|BELANJA BARANG DAN JASA|7.786.218
1.08|023|10|011|5|2|3|BELANJA MODAL|192.076.911
1.08|023|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|023|10|012||||Pembangunan Taman RW. 07 (Jl. Bawang Merah I) Kelurahan Rawa Buaya|
1.08|023|10|012|5|2||BELANJA LANGSUNG|197.716.726
1.08|023|10|012|5|2|2|BELANJA BARANG DAN JASA|7.786.218
1.08|023|10|012|5|2|3|BELANJA MODAL|189.930.508
1.08|023|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|023|10|014||||Pembangunan taman RW.01 (RT.004) dan Taman RW.07 (RT.002,011,012) Kel. Kedoya Utara|
1.08|023|10|014|5|2||BELANJA LANGSUNG|593.979.984
1.08|023|10|014|5|2|2|BELANJA BARANG DAN JASA|18.708.118
1.08|023|10|014|5|2|3|BELANJA MODAL|575.271.866
1.08|023|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|023|10|015||||Pembangunan Taman Shinta, Taman Sugriwa dan Taman Wibisana RW. 09 Kelurahan Rawa Buaya|
1.08|023|10|015|5|2||BELANJA LANGSUNG|1.781.448.142
1.08|023|10|015|5|2|2|BELANJA BARANG DAN JASA|53.376.268
1.08|023|10|015|5|2|3|BELANJA MODAL|1.728.071.874
1.08|023|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|023|10|016||||Pembangunan Sarana Penyiraman (Sprinkler) Median Jl. Kembangan Raya|
1.08|023|10|016|5|2||BELANJA LANGSUNG|981.778.789
1.08|023|10|016|5|2|2|BELANJA BARANG DAN JASA|21.309.618
1.08|023|10|016|5|2|3|BELANJA MODAL|960.469.171
1.08|023|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|023|10|017||||Penataan Jalur Hijau Median Jalan TB Angke (Lanjutan)|
1.08|023|10|017|5|2||BELANJA LANGSUNG|1.999.302.084
1.08|023|10|017|5|2|2|BELANJA BARANG DAN JASA|59.091.318
1.08|023|10|017|5|2|3|BELANJA MODAL|1.940.210.766
1.08|023|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|023|10|018||||Penataan Jalur Hijau Bawah Fly Over Pesing (Lanjutan)|
1.08|023|10|018|5|2||BELANJA LANGSUNG|791.636.639
1.08|023|10|018|5|2|2|BELANJA BARANG DAN JASA|23.836.318
1.08|023|10|018|5|2|3|BELANJA MODAL|767.800.321
1.08|023|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|023|10|019||||Penataan Jalur Hijau Jl. Outer Ring Road Sisi Timur dan sisi Barat|
1.08|023|10|019|5|2||BELANJA LANGSUNG|791.636.639
1.08|023|10|019|5|2|2|BELANJA BARANG DAN JASA|23.836.318
1.08|023|10|019|5|2|3|BELANJA MODAL|767.800.321
1.08|023|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|023|10|020||||Penataan Jalur Hijau Pinggir Kali Mookervart dari Pesing s/d Cengkareng Drain|
1.08|023|10|020|5|2||BELANJA LANGSUNG|1.484.960.494
1.08|023|10|020|5|2|2|BELANJA BARANG DAN JASA|44.868.868
1.08|023|10|020|5|2|3|BELANJA MODAL|1.440.091.626
1.08|023|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|023|10|021||||Penataan Kebun Bibit Villa Kelapa Dua Kec. Kebon Jeruk|
1.08|023|10|021|5|2||BELANJA LANGSUNG|493.781.313
1.08|023|10|021|5|2|2|BELANJA BARANG DAN JASA|15.702.918
1.08|023|10|021|5|2|3|BELANJA MODAL|478.078.395
1.08|023|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|023|10|023||||Penataan Taman Hadiah Utama III E Kel. Jelambar Kec. Grogol Petamburan (Lanjutan)|
1.08|023|10|023|5|2||BELANJA LANGSUNG|499.923.810
1.08|023|10|023|5|2|2|BELANJA BARANG DAN JASA|16.166.568
1.08|023|10|023|5|2|3|BELANJA MODAL|483.757.242
1.08|023|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|023|10|024||||Penataan Taman Jl. Bawang Rawa Buaya (Lanjutan)|
1.08|023|10|024|5|2||BELANJA LANGSUNG|692.293.452
1.08|023|10|024|5|2|2|BELANJA BARANG DAN JASA|21.758.418
1.08|023|10|024|5|2|3|BELANJA MODAL|670.535.034
1.08|023|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|023|10|025||||Penataan Taman Jl. Delima Kel. Tanjung Duren Selatan, Kec. Grogol Petamburan|
1.08|023|10|025|5|2||BELANJA LANGSUNG|1.484.745.594
1.08|023|10|025|5|2|2|BELANJA BARANG DAN JASA|44.868.868
1.08|023|10|025|5|2|3|BELANJA MODAL|1.439.876.726
1.08|023|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|023|10|026||||Penataan Taman Segitiga Pos Pengumben Kec. Kebon Jeruk|
1.08|023|10|026|5|2||BELANJA LANGSUNG|1.484.745.594
1.08|023|10|026|5|2|2|BELANJA BARANG DAN JASA|44.868.868
1.08|023|10|026|5|2|3|BELANJA MODAL|1.439.876.726
1.08|023|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|023|10|027||||Penataan Taman Perumahan Kosambi Baru RW 09 Jl. Akasia Hijau IV RT 008 (Taman Blok D) Kel. Duri Kosambi|
1.08|023|10|027|5|2||BELANJA LANGSUNG|197.326.471
1.08|023|10|027|5|2|2|BELANJA BARANG DAN JASA|7.786.218
1.08|023|10|027|5|2|3|BELANJA MODAL|189.540.253
1.08|023|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|023|10|028||||Penataan Taman GG. Mushola RT 05 Kel. Tegal Alur|
1.08|023|10|028|5|2||BELANJA LANGSUNG|197.716.726
1.08|023|10|028|5|2|2|BELANJA BARANG DAN JASA|7.786.218
1.08|023|10|028|5|2|3|BELANJA MODAL|189.930.508
1.08|023|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|023|10|030||||Penataan Taman Interaktif di RT 003, 004, 007 RW 06 Kel. Meruya Utara|
1.08|023|10|030|5|2||BELANJA LANGSUNG|494.917.083
1.08|023|10|030|5|2|2|BELANJA BARANG DAN JASA|15.702.918
1.08|023|10|030|5|2|3|BELANJA MODAL|479.214.165
1.08|023|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|023|10|031||||Penataan Taman Interaktif RW 010 , dan Taman RW 09 Kel. Tegal Alur|
1.08|023|10|031|5|2||BELANJA LANGSUNG|791.831.007
1.08|023|10|031|5|2|2|BELANJA BARANG DAN JASA|23.563.518
1.08|023|10|031|5|2|3|BELANJA MODAL|768.267.489
1.08|023|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|023|10|032||||Penataan Taman Jl. Citra V RW 010 Kel. Kamal|
1.08|023|10|032|5|2||BELANJA LANGSUNG|197.326.471
1.08|023|10|032|5|2|2|BELANJA BARANG DAN JASA|7.786.218
1.08|023|10|032|5|2|3|BELANJA MODAL|189.540.253
1.08|023|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|023|10|033||||Penataan Taman RT 001 RW 05, Taman RW 04 dan Taman RW 07 (disamping Pos RW 07) Kel. Tegal Alur|
1.08|023|10|033|5|2||BELANJA LANGSUNG|544.267.749
1.08|023|10|033|5|2|2|BELANJA BARANG DAN JASA|17.351.268
1.08|023|10|033|5|2|3|BELANJA MODAL|526.916.481
1.08|023|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|023|10|034||||Penataan Taman RT 002 RW 010 Komplek Merpati Kel. Pegadungan|
1.08|023|10|034|5|2||BELANJA LANGSUNG|197.911.853
1.08|023|10|034|5|2|2|BELANJA BARANG DAN JASA|7.786.218
1.08|023|10|034|5|2|3|BELANJA MODAL|190.125.635
1.08|023|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|023|10|036||||Peningkatan Taman Bok A dan C Rw.08 Kel. Kebon Jeruk|
1.08|023|10|036|5|2||BELANJA LANGSUNG|197.716.726
1.08|023|10|036|5|2|2|BELANJA BARANG DAN JASA|7.786.218
1.08|023|10|036|5|2|3|BELANJA MODAL|189.930.508
1.08|023|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|023|10|037||||Penataan Taman Jl. Kyai Tapa RW. 03 Kec. Grogol Petamburan|
1.08|023|10|037|5|2||BELANJA LANGSUNG|118.643.905
1.08|023|10|037|5|2|2|BELANJA BARANG DAN JASA|5.203.418
1.08|023|10|037|5|2|3|BELANJA MODAL|113.440.487
1.08|023|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|023|10|038||||Penataan Taman Interkatif Jl. menuju Rusun Bumi Cengkareng Indah BCI di RW.016 Kel. Cengkareng Timur|
1.08|023|10|038|5|2||BELANJA LANGSUNG|98.719.256
1.08|023|10|038|5|2|2|BELANJA BARANG DAN JASA|4.011.018
1.08|023|10|038|5|2|3|BELANJA MODAL|94.708.238
1.08|023|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|023|10|039||||Penataan Taman RW. 01 Kel. Rawa Buaya|
1.08|023|10|039|5|2||BELANJA LANGSUNG|98.914.383
1.08|023|10|039|5|2|2|BELANJA BARANG DAN JASA|4.011.018
1.08|023|10|039|5|2|3|BELANJA MODAL|94.903.365
1.08|023|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|023|10|040||||Penataan Taman Pulau-pulau Lampu Merah Pasar Puri|
1.08|023|10|040|5|2||BELANJA LANGSUNG|197.991.310
1.08|023|10|040|5|2|2|BELANJA BARANG DAN JASA|7.786.218
1.08|023|10|040|5|2|3|BELANJA MODAL|190.205.092
1.08|023|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|023|10|042||||Penataan Jalur Hijau Bawah FO Slipi Kec. Palmerah|
1.08|023|10|042|5|2||BELANJA LANGSUNG|197.786.343
1.08|023|10|042|5|2|2|BELANJA BARANG DAN JASA|7.786.218
1.08|023|10|042|5|2|3|BELANJA MODAL|190.000.125
1.08|023|10|||||Program Pengelolaan RTH Pertamanan dan Pemakaman|
1.08|023|10|043||||Penataan Jalur Hijau Jl. Kyai Tapa Sisi Selatan|
1.08|023|10|043|5|2||BELANJA LANGSUNG|593.839.590
1.08|023|10|043|5|2|2|BELANJA BARANG DAN JASA|18.708.118
